sku,brand_sku_code,hob_sku_code,ean_upc,store_view_code,attribute_set_code,product_type,categories,subcatagories,merchandise_categories,product_websites,name,manufacturer,gender,range,formulation,finish,coverage,skin_tone,skin_type,spf,hair_type,scalp_type,variant_type,pack_of,shade,color,size,product_details,description,short_description,how_to_use,key_ingredients,concern,hsn,shelf_life,article_type_sap,mc_code,country_of_origin,manufacture_info,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_image_labels,configurable_variations
3000249017,4260,,8009518209921,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 07 My Red -8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 07 My Red ",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,"use a base coat, apply a top coat on dry nail polish.",,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/0rk3pulqduaeicy/8009518209921.jpg?dl=0,,https://www.dropbox.com/s/0rk3pulqduaeicy/8009518209921.jpg?dl=0,,https://www.dropbox.com/s/0rk3pulqduaeicy/8009518209921.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249018,4273,,8009518211061,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 20 Mixed Berries-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 20 Mixed Berries",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/x9bb5v1il31rypo/8009518211061.jpg?dl=0,,https://www.dropbox.com/s/x9bb5v1il31rypo/8009518211061.jpg?dl=0,,https://www.dropbox.com/s/x9bb5v1il31rypo/8009518211061.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249019,5979,,8009518256604,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 65 Red Passionate-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 65 Red Passionate",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/cv1qh9rgf2diw6n/8009518256604.jpg?dl=0,,https://www.dropbox.com/s/cv1qh9rgf2diw6n/8009518256604.jpg?dl=0,,https://www.dropbox.com/s/cv1qh9rgf2diw6n/8009518256604.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249020,7992,,8009518321074,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 105 Mango Juice-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 105 Mango Juice",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/1h3c7phtyjny1sb/8009518321074.jpg?dl=0,,https://www.dropbox.com/s/1h3c7phtyjny1sb/8009518321074.jpg?dl=0,,https://www.dropbox.com/s/1h3c7phtyjny1sb/8009518321074.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249021,5203,,8009518235715,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 44 Dark Grey-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 44 Dark Grey",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/jjhtaqfd7c81bif/8009518235715.jpg?dl=0,,https://www.dropbox.com/s/jjhtaqfd7c81bif/8009518235715.jpg?dl=0,,https://www.dropbox.com/s/jjhtaqfd7c81bif/8009518235715.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249022,7994,,8009518321111,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 107 Litchi Juice-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 107 Litchi Juice",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/vsy5k5xp1nh13je/8009518321111.jpg?dl=0,,https://www.dropbox.com/s/vsy5k5xp1nh13je/8009518321111.jpg?dl=0,,https://www.dropbox.com/s/vsy5k5xp1nh13je/8009518321111.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249023,5444,,8009518241754,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 54 Amaranth-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 54 Amaranth",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,"use a base coat, apply a top coat on dry nail polish.",,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/xh7r6kv24tmnoi2/8009518241754.jpg?dl=0,,https://www.dropbox.com/s/xh7r6kv24tmnoi2/8009518241754.jpg?dl=0,,https://www.dropbox.com/s/xh7r6kv24tmnoi2/8009518241754.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249024,5192,,8009518235494,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 33 Red-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 33 Red",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/b2r77lsc9q50d5v/8009518235494.jpg?dl=0,,https://www.dropbox.com/s/b2r77lsc9q50d5v/8009518235494.jpg?dl=0,,https://www.dropbox.com/s/b2r77lsc9q50d5v/8009518235494.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249025,7998,,8009518321197,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 111 Pomegranate Juice-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 111 Pomegranate Juice",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,"use a base coat, apply a top coat on dry nail polish.",,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/4elc48abcomfdyi/8009518321197.jpg?dl=0,,https://www.dropbox.com/s/4elc48abcomfdyi/8009518321197.jpg?dl=0,,https://www.dropbox.com/s/4elc48abcomfdyi/8009518321197.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249026,7017,,8009518284157,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 89 Porcelain Nude-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 89 Porcelain Nude",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/sftgt4pct1cuv2c/8009518284157.jpg?dl=0,,https://www.dropbox.com/s/sftgt4pct1cuv2c/8009518284157.jpg?dl=0,,https://www.dropbox.com/s/sftgt4pct1cuv2c/8009518284157.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249027,4275,,8009518211139,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 22 Doll'S Pink-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 22 Doll'S Pink",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/368uivwut3n2b3c/8009518211139.jpg?dl=0,,https://www.dropbox.com/s/368uivwut3n2b3c/8009518211139.jpg?dl=0,,https://www.dropbox.com/s/368uivwut3n2b3c/8009518211139.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249028,5447,,8009518241815,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 57 Cinnamon Suede-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 57 Cinnamon Suede",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,"use a base coat, apply a top coat on dry nail polish.",,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/xa60qaaywb3fpad/8009518241815.jpg?dl=0,,https://www.dropbox.com/s/xa60qaaywb3fpad/8009518241815.jpg?dl=0,,https://www.dropbox.com/s/xa60qaaywb3fpad/8009518241815.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249029,5439,,8009518241655,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 49 Peonia Pink-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 49 Peonia Pink",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/tm1b9hced6t4w0y/8009518241655.jpg?dl=0,,https://www.dropbox.com/s/tm1b9hced6t4w0y/8009518241655.jpg?dl=0,,https://www.dropbox.com/s/tm1b9hced6t4w0y/8009518241655.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000249,,,,,Default,configurable,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 01 Pink Pulse-8.5","Deborah Milano",Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Catalog, Search",,,,,,,,,https://www.dropbox.com/s/dd46le0iym1lenr/8009518209808.jpg?dl=0,,https://www.dropbox.com/s/dd46le0iym1lenr/8009518209808.jpg?dl=0,,https://www.dropbox.com/s/dd46le0iym1lenr/8009518209808.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sku=3000249001,color= 01 Pink Pulse,size=8.5|sku=3000249002,color= 06 Red Boudoir,size=8.5|sku=3000249003,color= 90 Japanese Doll,size=8.5|sku=3000249004,color= 74 Chic Violet,size=8.5|sku=3000249005,color= 23 Candy Pink,size=8.5|sku=3000249006,color= 106 Strawberry Juice,size=8.5|sku=3000249007,color= 101 Camougflage Taupe,size=8.5|sku=3000249008,color= 93 Manga Coral,size=8.5|sku=3000249009,color= 48 Coral Shell,size=8.5|sku=3000249010,color= 66 Dancing Coral,size=8.5|sku=3000249011,color= 94 Cherry Tree,size=8.5|sku=3000249012,color= 108 Guava Juice,size=8.5|sku=3000249013,color= 91 Blosson Pink,size=8.5|sku=3000249014,color= 109 Tomato Juice,size=8.5|sku=3000249015,color= 41 Deep Blue,size=8.5|sku=3000249016,color= 73 Swimming Blue,size=8.5|sku=3000249017,color= 07 My Red ,size=8.5|sku=3000249018,color= 20 Mixed Berries,size=8.5|sku=3000249019,color= 65 Red Passionate,size=8.5|sku=3000249020,color= 105 Mango Juice,size=8.5|sku=3000249021,color= 44 Dark Grey,size=8.5|sku=3000249022,color= 107 Litchi Juice,size=8.5|sku=3000249023,color= 54 Amaranth,size=8.5|sku=3000249024,color= 33 Red,size=8.5|sku=3000249025,color= 111 Pomegranate Juice,size=8.5|sku=3000249026,color= 89 Porcelain Nude,size=8.5|sku=3000249027,color= 22 Doll'S Pink,size=8.5|sku=3000249028,color= 57 Cinnamon Suede,size=8.5|sku=3000249029,color= 49 Peonia Pink,size=8.5"
3000250001,11064,3000250,8009518110647,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/LIPS",,Lipstick,base," Il Rossetto Lipstick- 601 Cherry-4.3","Deborah Milano",Women,,,Crème,,,,,,,,1,," 601 Cherry",4.3,"Soft, creamy lipstick enriched with Vitamins A, C and E. Leaves the lips dazzlingly shiny and perfectly moisturized. With UVA and UVB filters. 
Hypoallergenic.*",,,,,,33041000,36,ZHOD,H30204003,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Catalog, Search",445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000251001,5986,,8009518256741,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 72 Audacious Blue-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 72 Audacious Blue",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/lcj8ty4fjki3wzf/8009518256741.jpg?dl=0,,https://www.dropbox.com/s/lcj8ty4fjki3wzf/8009518256741.jpg?dl=0,,https://www.dropbox.com/s/lcj8ty4fjki3wzf/8009518256741.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000251002,7997,,8009518321173,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 110 Chestnut Juice-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 110 Chestnut Juice",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/7ec7828c2qbbdi6/8009518321173.jpg?dl=0,,https://www.dropbox.com/s/7ec7828c2qbbdi6/8009518321173.jpg?dl=0,,https://www.dropbox.com/s/7ec7828c2qbbdi6/8009518321173.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000251003,7023,,8009518284270,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 95 Red Kimono-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 95 Red Kimono",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/b755ag8mpnc5b1a/8009518284270.jpg?dl=0,,https://www.dropbox.com/s/b755ag8mpnc5b1a/8009518284270.jpg?dl=0,,https://www.dropbox.com/s/b755ag8mpnc5b1a/8009518284270.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000251004,4262,,8009518209969,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 09 Red Pusher-8.5","Deborah Milano",Women,,,,"Medium Coverage ",,,,,,,1,," 09 Red Pusher",8.5,"For mirror-line shine and a plump, smooth surface. The densely pigmented formula imparts absolute depth of colour,incredible gloss and flawless coverage.The oversized brush allows the easy flowing enamel to glide on effortlessly.A flexible film forms over the nail that helps the enamel to withstand knocks and shocks.",,,,,,33049920,36,ZHOD,H30205001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",395,,,,,,,,https://www.dropbox.com/s/1dqs3pebfq449w2/8009518209969.jpg?dl=0,,https://www.dropbox.com/s/1dqs3pebfq449w2/8009518209969.jpg?dl=0,,https://www.dropbox.com/s/1dqs3pebfq449w2/8009518209969.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000251,,,,,Default,configurable,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/NAILS",,"Nail Polish",base," Gel Effect Nail Enamel - 72 Audacious Blue-8.5","Deborah Milano",Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Catalog, Search",,,,,,,,,https://www.dropbox.com/s/lcj8ty4fjki3wzf/8009518256741.jpg?dl=0,,https://www.dropbox.com/s/lcj8ty4fjki3wzf/8009518256741.jpg?dl=0,,https://www.dropbox.com/s/lcj8ty4fjki3wzf/8009518256741.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sku=3000251001,color= 72 Audacious Blue,size=8.5|sku=3000251002,color= 110 Chestnut Juice,size=8.5|sku=3000251003,color= 95 Red Kimono,size=8.5|sku=3000251004,color= 09 Red Pusher,size=8.5"
3000252001,8124,,8009518324907,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/LIPS",,"LIP LINERS & PENCILS",base," 2 In 1 Lipstick & Liner - 04 Red Intense-1.3","Deborah Milano",Women,,,Matte,"Medium Coverage ",,,,,,,1,," 04 Red Intense",1.3,"Deborah Milano is delighted to announce the new 2in1 LIPSTICK&LINER, a cosmetic breakthrough for achieving professional looking results in minutes! Combine the precision of a lip liner with the colour payoff of a lipstick and what you get is a “glam night out” look.
The satinyMatte pencil glides around the lip contours precisely and flawlessly, releasing instant long-lasting colour.
The satinyMatte lipstick offers a beautiful velvet texture and applies effortlessly, delivering wildly intense stay-proof colour and optimal wearing comfort, in just one coat. The 2in1 LIPSTICK&LINER combo is also a dream come true for women who are perpetually pressed for time and always on the go.",,,,,,33041000,36,ZHOD,H30204001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",845,,,,,,,,https://www.dropbox.com/s/ft0wdtj5tyheyl7/8009518324907.jpg?dl=0,,https://www.dropbox.com/s/ft0wdtj5tyheyl7/8009518324907.jpg?dl=0,,https://www.dropbox.com/s/ft0wdtj5tyheyl7/8009518324907.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000252002,8123,,8009518324884,,Default,simple,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/LIPS",,"LIP LINERS & PENCILS",base," 2 In 1 Lipstick & Liner - 03 Red-1.3","Deborah Milano",Women,,,Matte,"Medium Coverage ",,,,,,,1,," 03 Red",1.3,"Deborah Milano is delighted to announce the new 2in1 LIPSTICK&LINER, a cosmetic breakthrough for achieving professional looking results in minutes! Combine the precision of a lip liner with the colour payoff of a lipstick and what you get is a “glam night out” look.
The satinyMatte pencil glides around the lip contours precisely and flawlessly, releasing instant long-lasting colour.
The satinyMatte lipstick offers a beautiful velvet texture and applies effortlessly, delivering wildly intense stay-proof colour and optimal wearing comfort, in just one coat. The 2in1 LIPSTICK&LINER combo is also a dream come true for women who are perpetually pressed for time and always on the go.",,,,,,33041000,36,ZHOD,H30204001,Italy,"DEBORAH GROUP S.P.A.  VIA ANGELO MAJ 19 20135 MILANO MI",,1,,"Not Visible Individually",845,,,,,,,,https://www.dropbox.com/s/nla3l1f62jokigc/8009518324884.jpg?dl=0,,https://www.dropbox.com/s/nla3l1f62jokigc/8009518324884.jpg?dl=0,,https://www.dropbox.com/s/nla3l1f62jokigc/8009518324884.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000252,,,,,Default,configurable,"Default Category/Shop/MAKE-UP,Default Category/Shop/MAKE-UP/LIPS",,"LIP LINERS & PENCILS",base," 2 In 1 Lipstick & Liner - 04 Red Intense-1.3","Deborah Milano",Women,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"Catalog, Search",,,,,,,,,https://www.dropbox.com/s/ft0wdtj5tyheyl7/8009518324907.jpg?dl=0,,https://www.dropbox.com/s/ft0wdtj5tyheyl7/8009518324907.jpg?dl=0,,https://www.dropbox.com/s/ft0wdtj5tyheyl7/8009518324907.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sku=3000252001,color= 04 Red Intense,size=1.3|sku=3000252002,color= 03 Red,size=1.3"
