sku,brand_sku_code,hob_sku_code,ean_upc,store_view_code,attribute_set_code,product_type,categories,subcatagories,merchandise_categories,product_websites,name,manufacturer,gender,range,formulation,finish,coverage,skin_tone,skin_type,spf,hair_type,scalp_type,variant_type,pack_of,shade,color,size,product_details,description,short_description,how_to_use,key_ingredients,concern,hsn,shelf_life,article_type_sap,mc_code,country_of_origin,manufacture_info,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_image_labels,configurable_variations
3000001001,40408,3000001,3346132004903,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Intense Eau de Parfum-100-ml",Bentley,Men,,,,,,,,,,,,,,100,,"The fragrance is enriched with incense to lend the composition depth and fullness African geranium adds an elegant aromatic accompaniment to the rich accord.
Features
 Olfactory Family - Oriental Spicy
Top Notes - African Geranium, Black Pepper, Incense Sfe; Heart Notes - Leather Np, Labdanum Res, Clary Sage; Base Notes - Cedarwood, Patchouli, Sandalwood",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - African Geranium, Black Pepper, Incense Sfe; Heart Notes - Leather Np, Labdanum Res, Clary Sage; Base Notes - Cedarwood, Patchouli, Sandalwood",,33030010,60,ZHOD,H10301004,Switzerland,"Bently Fragrances Ltd., Ch-8125 Zollkerberg",,1,,"Catalog, Search",5950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000002001,40508,3000002,7640111505631,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," Azure Eau de Toilette-100-ml",Bentley,Men,,,,,,,,,,,,,,100,,"Bentley for Men Azure makes an immediate impact with a contemporary burst of freshness: the top note is an invigorating, stimulating cocktail of fresh citrus, delicious fruity pineapple and the wonderful herbaceous aroma of violet leaves. It immediately transports you into fresh fields of blue.
Features
 Olfactory Family - Woody Aquatic
Top Notes - Lemon, Pineapple, Bergamot, Tangerine, Violet Leaves; Heart Notes - Pimento, Tea Accord, Lavender, Clary Sage; Base Notes - Cashmere Wood, Tonka Bean, Orcanox",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Lemon, Pineapple, Bergamot, Tangerine, Violet Leaves; Heart Notes - Pimento, Tea Accord, Lavender, Clary Sage; Base Notes - Cashmere Wood, Tonka Bean, Orcanox",,33030090,60,ZHOD,H10301003,Switzerland,"Bently Fragrances Ltd., Ch-8125 Zollkerberg",,1,,"Catalog, Search",5450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000003001,50560,3000003,7640163971286,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," Infinite Rush Eau de Toilette-60-ml",Bentley,Men,,,,,,,,,,,,,,60,,"Bentley Infinite Rush eau de toilette's modernity lies in the exceptional quality of its raw materials, which perfectly combine and exude true luxury.

The freshness from the top notes evokes a rush of adrenaline, followed by a cocktail of spices to electrify the senses. Stirring woody base notes conjure up Bentley's characteristic universe of luxury, refinement and warmth
Features
 Olfactory Family - Woody Citrus Aromatic
Top Notes - Pink Berries, Rosemary, Mandarin; Heart Notes - Vetiver, Cedar, Elemi; Base Notes - Moss, Amber Wood, White Musk",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Pink Berries, Rosemary, Mandarin; Heart Notes - Vetiver, Cedar, Elemi; Base Notes - Moss, Amber Wood, White Musk",,33030090,60,ZHOD,H10301003,Switzerland,"Bently Fragrances Ltd., Ch-8125 Zollkerberg",,1,,"Catalog, Search",3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000004001,40360,3000004,7640111497554,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," Eau de Toilette-60-ml",Bentley,Men,,,,,,,,,,,,,,60,,"Bentley Infinite Fragrance Eau de Toilette expresses its modernity through its exciting succession of scents: natural, fresh, citrus top notes combine with the green, aromatic hints of lavender and cedar.
Features
 Olfactory Family - Oriental Spicy
Top Notes - Cedrat, Lavendin, Cedar Leaf; Heart Notes - Bourbon Pepper, Geranium Bourbon, Violet Leaves; Base Notes - Patchouli, Vetiver From Haiti, Ambergris Accord",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Cedrat, Lavendin, Cedar Leaf; Heart Notes - Bourbon Pepper, Geranium Bourbon, Violet Leaves; Base Notes - Patchouli, Vetiver From Haiti, Ambergris Accord",,33030090,60,ZHOD,H10301003,Switzerland,"Bently Fragrances Ltd., Ch-8125 Zollkerberg",,1,,"Catalog, Search",3950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000005001,50408,3000005,7640163970029,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Infinite Intense Eau de Parfum-100-ml",Bentley,Men,,,,,,,,,,,,,,100,,"The Intense version of Bentley Infinite offers an even longer-lasting fragrance experience as this Eau de Parfum contains a particularly high percentage of aromas.
Features
 Olfactory Family - Woody Spicy Aromatic
Top Notes - Black Pepper, Lavender, Violet Leaf Absolute, Geranium Bourbon; Heart Notes - Nutmeg, Elemi, Siam Benzoin, Ambergris Accord; Base Notes - Patchouli, Vetiver From Haiti, Moss, Moroccan Cedarwood",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Black Pepper, Lavender, Violet Leaf Absolute, Geranium Bourbon; Heart Notes - Nutmeg, Elemi, Siam Benzoin, Ambergris Accord; Base Notes - Patchouli, Vetiver From Haiti, Moss, Moroccan Cedarwood",,33030090,60,ZHOD,H10301004,Switzerland,"Bently Fragrances Ltd., Ch-8125 Zollkerberg",,1,,"Catalog, Search",5950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000006001,61CE010000,3000006,20714156893,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Happy Perfume-100-ml",Clinique,Women,,,,,,,,,,,,,,100,,"A hint of citrus. A wealth of flowers. A mix of emotions. Our best-selling women's fragrance interplays fresh, vibrant notes-ruby red grapefruit, bergamot-with soft, sensual ones-Hawaiian wedding flower, spring mimosa. Wear it and be happy.
Features
 Olfactory Family - Floral Fruity
Top Notes - Fresh apple, plums and bergamot; Heart Notes - Freesia, lily, rose and morning orchid; Base Notes - Musk and amber",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Fresh apple, plums and bergamot; Heart Notes - Freesia, lily, rose and morning orchid; Base Notes - Musk and amber",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000007001,62YL010000,3000007,20714080303,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,COLOGNE,base," Happy  Eau de Cologne-50-ml",Clinique,Men,,,,,,,,,,,,,,50,,"Cool. Crisp. A hint of citrus. A refreshing scent for men. Wear it and be happy. Team with Clinique Happy For Men and grooming favourites for longer-lasting scent.
Features
 Olfactory Family - Floral Fruity
Top Notes - Lime, green notes, mandarin orange, lemon and sea notes; Heart Notes - Freesia, jasmine, lily-of-the-valley and rose; Base Notes - Cypress, musk, guaiac wood and cedar",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Lime, green notes, mandarin orange, lemon and sea notes; Heart Notes - Freesia, jasmine, lily-of-the-valley and rose; Base Notes - Cypress, musk, guaiac wood and cedar",,33030010,60,ZHOD,H10301001,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000008001,6ACH010000,3000008,20714170479,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Happy Heart Eau de Parfum-50-ml",Clinique,Women,,,,,,,,,,,,,,50,,"Clinique Happy Heart. A wealth of flowers; A hint of warmth. A deepening of emotions. With a heart of water hyacinth, brightened with Mandarin and blond woods. Wear it and have a happy heart.
Features
 Olfactory Family - Chypre Floral
Top Notes - Mandarin orange; Heart Notes - Water hyacinth; Base Notes - White wood",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Mandarin orange; Heart Notes - Water hyacinth; Base Notes - White wood",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000009001,635M010000,3000009,20714052959,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Happy Perfume-50-ml",Clinique,Women,,,,,,,,,,,,,,50,,"A hint of citrus. A wealth of flowers. A mix of emotions. Our best-selling women's fragrance interplays fresh, vibrant notes-ruby red grapefruit, bergamot-with soft, sensual ones-Hawaiian wedding flower, spring mimosa. Wear it and be happy.
Features
 Olfactory Family - Floral Fruity
Top Notes - Fresh apple, plums and bergamot; Heart Notes - Freesia, lily, rose and morning orchid; Base Notes - Musk and amber",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Fresh apple, plums and bergamot; Heart Notes - Freesia, lily, rose and morning orchid; Base Notes - Musk and amber",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000010001,62YM010000,3000010,20714080310,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,COLOGNE,base," Happy  Eau de Cologne-100-ml",Clinique,Men,,,,,,,,,,,,,,100,,"Cool. Crisp. A hint of citrus. A refreshing scent for men. Wear it and be happy. Team with Clinique Happy For Men and grooming favourites for longer-lasting scent.
Features
 Olfactory Family - Floral Fruity
Top Notes - Lime, green notes, mandarin orange, lemon and sea notes; Heart Notes - Freesia, jasmine, lily-of-the-valley and rose; Base Notes - Cypress, musk, guaiac wood and cedar",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Lime, green notes, mandarin orange, lemon and sea notes; Heart Notes - Freesia, jasmine, lily-of-the-valley and rose; Base Notes - Cypress, musk, guaiac wood and cedar",,33030010,60,ZHOD,H10301001,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",7150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000011001,6ACJ010000,3000011,20714170486,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,PERFUME,base," Happy Heart Eau de Parfum-100-ml",Clinique,Women,,,,,,,,,,,,,,100,,"Clinique Happy Heart. A wealth of flowers; A hint of warmth. A deepening of emotions. With a heart of water hyacinth, brightened with Mandarin and blond woods. Wear it and have a happy heart.
Features
 Olfactory Family - Chypre Floral
Top Notes - Mandarin orange; Heart Notes - Water hyacinth; Base Notes - White wood",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Mandarin orange; Heart Notes - Water hyacinth; Base Notes - White wood",,33030090,60,ZHOD,H30103002,Belgium,"Estee Lauder Nv, Nijverheidsstraat 15, Be 2260, Oevel-Westerlo, Belgium",,1,,"Catalog, Search",7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000012001,MBME110,3000012,3595471021106,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," BENZ  Eau de Toilette-25-ml",Mercedes-Benz,Men,,,,,,,,,,,,,,25,,"The innovative and incomparable Original Mercedes-Benz Eau de Toilette is the perfect balance of freshness and sensuality, whose elegance and distinction lies in the marriage of seductive woody notes and magnificent fresh florals. A vibrant, original composition, woody, floral and fresh, reinterpreting and reinforcing the luxurious world of Mercedes-Benz.

Design- The design for the bottle embodies the values that define Mercedes-Benz: perceivable quality, passionate innovation, refined sportiness and distinctive style. The Mercedes-Benz emblem, the three-pointed star, is the symbol that expresses these brand values. Engraved in the base of the bottle and embossed into the cap, it lends the bottle design an unmistakably modern feel. 

Olfactive Family- Woody floral

Top Note -Bergamot, Violet leaves

Heart Note -Violet flower, Bourbon pepper, Nutmeg

Base Note -Cedarwood, Vetiver

Master perfumer- Olivier Cresp (Firmenich)
Features
 Olfactory Family - Woody floral
Top Notes - Bergamot, Violet leaves; Heart Notes - Violet flower, Bourbon pepper, Nutmeg; Base Notes - Cedarwood, Vetiver",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Bergamot, Violet leaves; Heart Notes - Violet flower, Bourbon pepper, Nutmeg; Base Notes - Cedarwood, Vetiver",,33030090,60,ZHOD,H10301003,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000013001,MBMV522,3000013,3595471055224,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"GIFT SETS",base," Miniature Set 7ml x 3 Gift Set-21-ml",Mercedes-Benz,Men,,,,,,,,,,,,,,21,,"After the success of the original and futurist Mercedes-Benz Club, and without denying its fundamental values of excellence and luxury, Mercedes-Benz Parfums wanted to go even more further, even more higher... This time with a unique concept of exclusive cooperation with the most talented Firmenich Master Perfumers. A collection of exclusive sensations that light up the night like a thousand sparkling stars.

Design- The slender silhouette of the Mercedes-Benz Club is unmistakable. Its pure, clean aesthetic. Its innovative spirit. And now its transformation into glass and color. Like urban architecture, a skyline lit up against the darkness of the night. The impressive, glossy, metallic cap echoes the instantly recognizable star set in the glass, while the silver signature of the Master Perfumer authenticates his or her composition.

Olfactive Family- Aromatic watery

Top Note- Blackcurrant, Bergamot

Heart Note- Ivy leaves, Galbanum

Base Note- Sandlewood, Tonka beans",,"Spray on pulse points: behind the ears and on your wrists.",,,33030090,60,ZHOD,H10301005,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000014001,MBME555,3000014,3595471025555,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"GIFT SETS",base," Miniature Set 7ml x 4 Gift Set-28-ml",Mercedes-Benz,Men,,,,,,,,,,,,,,28,,"Mercedez Benz Miniature Set 7ml x 4 Gift Set",,"Spray on pulse points: behind the ears and on your wrists.",,,33030090,60,ZHOD,H10301005,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000015001,MBWO114,3000015,3595471031143,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," BENZ ROSE  Eau de Toilette-30-ml",Mercedes-Benz,Women,,,,,,,,,,,,,,30,,"Sweet, fresh and young, this new floral eau de toilette is passionately devoted to a sensual and daring woman. To her irresistible allure and delicate elegance. To her delightful and romantic nature.

Design- Revealing a soft pink juice, the bottle adds a bright, glamorous touch to every woman’s fragrance wardrobe. The bottle’s now famous curves are wrapped in gradated pink luminous, modern and trendy, catching the eye and attracting the hand. The iconic star signs the creation on top of the luxurious, glossy metal cap. The box follows suit, daring bright, remarkable, unforgettable rose pink, completed by the silver gravure that adds the fi nal, prestigious touch of excellence.

Olfactive Family- Floral fruity

Top Note- Rose, Grapefruit

Heart Note- Rosewood, Magnolia

Base Note- Musk, Cedarwood, Amber

Master perfumer- Michel Almairac
Features
 Olfactory Family - Floral fruity
Top Notes - Rose, Grapefruit; Heart Notes - Rosewood, Magnolia; Base Notes - Musk, Cedarwood, Amber",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Rose, Grapefruit; Heart Notes - Rosewood, Magnolia; Base Notes - Musk, Cedarwood, Amber",,33030090,60,ZHOD,H30103001,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000016001,MBWA106,3000016,3595471071064,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," BENZ  Eau de Toilette-30-ml",Mercedes-Benz,Women,,,,,,,,,,,,,,30,,"An enchanting, luxurious, unexpected fragrance created to accentuate and exalt a woman’s personality. A superb story of femininity and self-assurance, cloaking her in a fragrant aura of delicateness. Mercedes-Benz Woman is a rare, gourmand fragrance composed by a woman— acclaimed master perfumer Honorine Blanc—for women. A woman who knows and understands women, who recognizes and acknowledges their desires with intuition and savoir-faire.

Design- Sensual curves compose this monobloc flacon designed with the precision and exacting eye of a contemporary object. Sophisticated design for an inspired sculpture. At the heart of the pearlescent, velvety bottle, the transparency of glass embraces the legendary star. Purity and transparency, strength and delicacy, finesse and femininity, simplicity and perfection—a perfume, an original design, a pure object of desire.

Olfactive Family- Floral oriental

Top Note- Brazilian gardenia, Pear

Heart Note- Jasmine sambac

Base Note- Vanilla, Musk

Master perfumer- Honorine Blanc
Features
 Olfactory Family - Floral oriental
Top Notes - Brazilian gardenia, Pear; Heart Notes - Jasmine sambac; Base Notes - Vanilla, Musk",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Brazilian gardenia, Pear; Heart Notes - Jasmine sambac; Base Notes - Vanilla, Musk",,33030090,60,ZHOD,H30103001,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000017001,MBME120,3000017,3595471021205,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," BENZ COLOGNE  Eau de Toilette-75-ml",Mercedes-Benz,Men,,,,,,,,,,,,,,75,,"The exceptional expertise of a master perfumer reveals this great timeless classic in a new light. A gentle breath of peaceful energy and a surge of sophisticated elegance promises the exceptional every day for a man who appreciates simplicity when it’s exclusive, the obvious when it’s inimitable.

Design- The peaceful harmony of turquoise and brushed metal unites with transparency to reveal the quiet confidence of contrast. The massive elegance and pure, distinct lines of the brand’s emblematic bottle are subtly reinvented in a perfect gradation of turquoise that recalls the line of the horizon. Ethereal, bright and luminous, like the pure, crystal-clear morning it evokes. Stamped with the legendary star, the silver cap is accentuated by dual white lines that emphasize the pure, light, fresh character of the design and fragrance. Strengthening its impact, the box is enhanced by metallic gleam, and the embossed star embodies the exclusivity of belonging.

Olfactive Family - Citrous aromatic

Top Note- Grapefruit

Heart Note- Ginger, Verbena

Base Note- Vetiver, Musk

Master perfumer- Olivier Cresp (Firmenich)
Features
 Olfactory Family - Citrous aromatic
Top Notes - Grapefruit; Heart Notes - Ginger, Verbena; Base Notes - Vetiver, Musk",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Grapefruit; Heart Notes - Ginger, Verbena; Base Notes - Vetiver, Musk",,33030090,60,ZHOD,H10301003,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000018001,MBMC102,3000018,3595471041029,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," BENZ CLUB Eau de Toilette  Eau de Toilette-50-ml",Mercedes-Benz,Men,,,,,,,,,,,,,,50,,"Are You Ready for a Night in the Town? Neon lights, vivid colours, edgy locations. Breathe in the energy of a bustling, lively city. Embrace the feeling of being young and free. Meet your party. Share your excitement. Live the moment. Join the movement. The night is yours. Enter into the music. Take your part of the fun, take your place in the Club. It’s time for Mercedes-Benz Club, a perfume for the new generation.

Design- The Bottle: Streamlined and futurist. Unique and original. Powerful and energetic. Young and modern. An aerodynamic shape that suggests speed and motion. A metal sculpture, like an architectured carapace, whose curves and lines reveal the coloured gleam of glass. An exceptional object containing even more exceptional than itself, engraved with the emblematic star.

Concept- The fragrance which oscillates between the fusing effect of the citrus coctail and the addictive sensuality elegant wood sillage. Made for the young and free man who believes in living in the moment.

Olfactive Family- Citrous woody

Top Note- Grapefruit, Rhubarb

Heart Note- Aquatic Accord, Juniper berries, Cardemom

Base Note- Patchouli, Tonka beans, Dry woods

Master perfumer- Olivier Cresp (Firmenich) 
Features
 Olfactory Family - Citrous woody
Top Notes - 
Grapefruit, Rhubarb
; Heart Notes - 

Aquatic Accord, Juniper berries, Cardemom
; Base Notes - 

Patchouli, Tonka beans, Dry woods
",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - 
Grapefruit, Rhubarb
; Heart Notes - 

Aquatic Accord, Juniper berries, Cardemom
; Base Notes - 

Patchouli, Tonka beans, Dry woods
",,33030090,60,ZHOD,H10301003,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000019001,MBMA102,3000019,3595471061027,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," BENZ MAN Eau de Toilette-50-ml",Mercedes-Benz,Men,,,,,,,,,,,,,,50,,"Mercedes-Benz Man: the iconic perfume of an emblematic name is here. A perfume designed as the symbol of a lifestyle and a certain idea of success.
The authentic manifestation of the values of a mythical brand — this is the Mercedes-Benz legend in a bottle. Powerful personality, timeless elegance and a bold, understated attitude — his strong, self-assured character marks his presence. A perfume like a masterstroke dedicated to all who keep the Star, like a stimulating presence, in their sights.

Design- This splendid, high-tech bottle is the perfect transcription of the brand’s fundamentals. The mastery of glass and metal clad in soft-touch matte black. A spare silhouette with superb, shapely shoulders and a promise in its heart. The pure chrome lines of the emblematic Star, set in a halo of massive glass, stand out against the deep blue ground. Accomplished design and meticulous perfection for an exacting yet understated bottle. Bold and innovative, luxurious and discreet, resolutely masculine, contemporary... and different. Heat- embossed with the silver Star, the box echoes the graphic codes of the bottle it protects.

Olfactive Family- Woody fruity

Top Note- Oak moss, Palisander

Heart Note- Geranium, Cedar leaf

Base Note -Ambrette seeds, Pear

Master perfumer- Olivier Cresp (Firmenich)
Features
 Olfactory Family - Woody fruity
Top Notes - Oak moss, Palisander; Heart Notes - Geranium, Cedarleaf; Base Notes - Ambrette seeds, Pear",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Oak moss, Palisander; Heart Notes - Geranium, Cedarleaf; Base Notes - Ambrette seeds, Pear",,33030090,60,ZHOD,H10301003,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000020001,MBME182,3000020,3595471021823,,Default,simple,"Default Category/Shop/BATH & BODY,Default Category/Shop/BATH & BODY/FRAGRANCE",,"EAU DE TOILETTE",base," BENZ SILVER  Eau de Toilette-75-ml",Mercedes-Benz,Men,,,,,,,,,,,,,,75,,"Newborn of the brand’s pillar, Mercedes-Benz For Men Silver brings elegance and refinement to the classicism of the iconic bottle, covering it with a trendy and modern silver. With a sparkling, enveloping woody freshness, this new product will delight self-confident men in search of simple and pure elegance.

Design- The massive elegance and pure, distinct lines of the brand’s emblematic bottle are subtly reinvented in a perfect gradation of chrome that recalls modernity and perfection. The silver cap is stamped with the legendary star. Strengthening its impact, the box is enhanced by metallic gleam, and the embossed star embodies the exclusivity of belonging.

Olfactive Family- Woody fresh

Top Note- Grapefruit

Heart Note- Pepper, Vetiver

Base Note- Moss, Musk

Master perfumer- Oliver Cresp (Firmenich)
Features
 Olfactory Family - Woody fresh
Top Notes - Grapefruit; Heart Notes - Pepper, Vetiver; Base Notes - Moss, Musk",,"Spray on pulse points: behind the ears and on your wrists.","Top Notes - Grapefruit; Heart Notes - Pepper, Vetiver; Base Notes - Moss, Musk",,33030090,60,ZHOD,H10301003,France,"MF PRODUCTION, ZI LA MAINE, RUE BERTHELOT,76150 MAROMME-FRANCE",,1,,"Catalog, Search",4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
